Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage - Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Editor	Attention	Rights	Copyright	Object ID	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Students in line at the bookstore						Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.35 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 29;  Folder Title: Bookstore 2.   Folder Date: N.D.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300910001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/93	93	96.jp2	/umservice/image/96.jp2
President Jay Pearson in the Richter Library				Picture taken for the 1963 Ibis.		Portrait photographs	1963	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.3 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 4;  Folder Title: Administration 1 Ibis.   Folder Date: 1963	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300690001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/94	94	39.jp2	/umservice/image/39.jp2
Campus police officer with students			Left to right: Thomas Murphy (Delta Sigma Phi), Norman Potter, Jim Clutter, Dick Goodwin, Gil Heddad			Photographs	1952-03	1950-1960	Coral Gables (Florida)	1 b&w photograph; 18 x 12.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 3;  Folder Title: Campus Police.	cme; AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300070001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/95	95	28.jp2	/umservice/image/28.jp2
Business leaders at Top Management Seminar				Written on verso: "Left to right: Mr. Bennett Brunetti, Controller, Air Equipment Company, and Mr. R.L. Mullen, President, Lehigh Structural Steel Company."		Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 3;  Folder Title: Administration - Top Management Seminar.   Folder Date: 1959	cme; AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300610001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/96	96	52.jp2	/umservice/image/52.jp2
Business leaders at Top Management Seminar				Written on verso: "Left to right: Dr. Grover A.J. Noetzel and Mr. H.C. Ramsey, Chairman of the Board, Worthington Corporation"		Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.5 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 3;  Folder Title: Administration - Top Management Seminar.   Folder Date: 1959	cme; AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300600001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/97	97	70.jp2	/umservice/image/70.jp2
Group photograph of post office employees				Written on verso: "University of Miami Post Office Employees Printing/Mailing"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 32;  Folder Title: Post Office.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300340001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/98	98	101.jp2	/umservice/image/101.jp2
Student meeting with her academic advisor				Written on verso: "Academic Advising U of Miami"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 35;  Folder Title: Student Academic Services.   Folder Date: n.d	cme; AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300380001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/99	99	8.jp2	/umservice/image/8.jp2
Campus policemen during the night shift	Berger, Bob			Written on verso: "Campus policemen at 11:00 p.m. shift Tempo March, 1953 Page 17"		Photographs	1953-03	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.6 x 13 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 3;  Folder Title: Campus Police.	cme; AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300060001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/100	100	58.jp2	/umservice/image/58.jp2
Bishop John Branscomb laying the cornerstone of the Wesley Building				Written on verso: "Nov. 14, 1952 page 1 Bishop John Branscomb (laying cornerstone of Wesley Building), Dr. Glenn James, Ross Witters, Eulalie Ginn"		Photographs	1952-11-14	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 2;  Folder No. 5;  Folder Title: Chapel.	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300120001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/101	101	65.jp2	/umservice/image/65.jp2
President Stanford speaking at the Inter-American University Cooperation for Economic and Social Development.				Written on verso: "Symposium in Miami to consider the topic "Inter-American University Cooperation for Economic and Social Development." Nov. 10, 11, 12, 1980.  Held under sponsorship of OAS. Henry King Stanford extreme right.  Attended by 40 selected leaders from Latin American, the Caribbean, Canada and United States.  Convened by Universidad Simon Bolivar, University of Miami, Florida International Univ., Florida State Univ. System"		Photographs	1980-11-10	1980-1990	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organziations	Box No. 1;  Folder No. 9;  Folder Title: Adminsitration.   Folder Date: 1980	AL		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420300730001001	Image	image/tiff													2009-06-03	2011-02-02	http://merrick.library.miami.edu:80/cdm/ref/collection/umservice/id/102	102	1.jp2	/umservice/image/1.jp2
