Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Editor	Rights	Copyright	Object ID	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	Bit Depth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Williams L. Walker, Professor of Accounting				On verso: "W. L. Walker (1964)"		Portrait photographs	1964	1960-1970	Coral Gables (Florida)	1 b&w photograph; 6.4 x 9.0 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 8; Folder No. 1; Folder Title: Faculty: Individual Photos (W). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254910001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/253	253	284.jp2	/umpeople/image/284.jp2
Neville Stewart, founder of Bimini Big Game Club Resort; Morton Kronengold, Research Associate, Marine Laboratory at the Institute of Marine Sciences; Henry King Stanford, President of the University of Miami, and John C. Steinberg, Research Associate , Marine Laboratory at the Institute of Marine Sciences, in Bimini	Thornton, Dade W.			On verso: "Left to right: Neville Stewart, founder of Big Game Club in Bimini; Morton Kronengoed (UM); HKS; John C. Steinberg (UM); February 13, 1969 Bimini, Bahamas (Dedication of the new laboratory and residence of the Lerner Marine Laboratory of the American Museum of Natural History)"		Photographs	1969-02-13	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 3; Folder Title: Faculty: Group Photos.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251220001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/255	255	440.jp2	/umpeople/image/440.jp2
John P. Wilcox, Professor of Economics				On verso: "Wilcox, John P"		Portrait photographs	1964	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.8 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 10; Folder No. 6; Folder Title: Faculty: Wilcox, John P..			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252220001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/257	257	398.jp2	/umpeople/image/398.jp2
Homer Hiser, Director of the Radar Meteorological Research Laboratory				On verso: "Hiser, Homer; Director of the Radar Meteorological Research Lab"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 19; Folder Title: Faculty: Heiser, Homer.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251640001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/258	258	118.jp2	/umpeople/image/118.jp2
J. Arthur Lewis, Professor of Food Technology, with a student	Fleming, Fred B.					Photographs			Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 6; Folder Title: Faculty: Individual Photos (L). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254330001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/259	259	37.jp2	/umpeople/image/37.jp2
Samuel Harby, Professor of Education				On verso: "Harley, Samuel Prof Education 1950's"		Portrait photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 3; Folder Title: Faculty: Individual Photos (H). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254100001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/260	260	515.jp2	/umpeople/image/515.jp2
Grover A. J. Noetzel, Dean of the School of Business Administration				On verso: "Grover A.L. Noetzel"		Portrait photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.9 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 3; Folder No. 3; Folder Title: Dean: Noetzel, Grover- Business.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250320001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/261	261	161.jp2	/umpeople/image/161.jp2
Arnold Volpe, Professor of Music; Franklin Harris, Composer; Mischa Elman, Violinist, and Bowman Foster Ashe, President of the University of Miami				On verso: "Mr. Volpe, Mischa Elman, Dr. Ashe, Mr. Harris"; "Left to right: Arnold Volpe/Franklin Harris/Mischa Elman/ Ashe"; "Coral Gables News Bureau"		Photographs	1938; 1939	1930-1940	Coral Gables (Florida)	1 b&w photograph; 20.5 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 9; Folder No. 40; Folder Title: Faculty: Volpe, Arnold - Music. Folder Date: Various			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252030001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/262	262	107.jp2	/umpeople/image/107.jp2
Paul K. Vonk, Dean of the University College				On verso: "Vonk Paul Dean University College"		Portrait photographs			Coral Gables (Florida)	1 B&W photograph; 25.4 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 10; Folder No. 1; Folder Title: Faculty: Vonk, Paul.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252200001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/263	263	127.jp2	/umpeople/image/127.jp2
John McLeland, Professor of Accounting		Coral Gables News Bureau		On verso: "John McLeland graduate and former member of faculty in Accounting Department"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 16.8 x 21.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 7; Folder Title: Faculty: Individual Photos (M). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254480001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/264	264	54.jp2	/umpeople/image/54.jp2
Dan Steinhoff, Dean of the Adult Education Division				On verso: "Dan Steinhoff"		Portrait photographs			Coral Gables (Florida)	1 B&W photograph; 25.5 x 20.8 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 3; Folder No. 14; Folder Title: Dean: Steinhoff, Dan- Adult Education Division.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250400001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/266	266	119.jp2	/umpeople/image/119.jp2
Marionette puppet in salsa costume						Photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.8 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 15; Folder Title: Faculty: Hastings, Sue- Drama.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420251560001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/267	267	287.jp2	/umpeople/image/287.jp2
Bowman Foster Ashe, President of the University of Miami, receiving an honorary Doctor of Law degree from Mount Union College				On verso: "rec'd in Hurricane office 1-7-52". President Ashe spent the first two years of his undergraduate life in Mount Union College.		Photographs	1952-01-07	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.8 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 19; Folder Title: President: (1952) Ashe, Bowman Foster. Folder Date: 1952			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253420001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/268	268	427.jp2	/umpeople/image/427.jp2
Peter Vander-Linden, Director of the Guidance Center				On verso: "Vander-Linden, Peter Director Guidance Center 1940's"		Portrait photographs		1940-1950	Coral Gables (Florida)	1 B&W photograph; 13.0 x 18.1 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 13; Folder Title: Faculty: Individual Photos (V). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254850001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/270	270	496.jp2	/umpeople/image/496.jp2
Lonis Hubbard, Professor of English	1			On verso: "Dr. Lonis H. Hubbard, Visiting Prof. english 1951-52. Tempo Feb-March 52"		Photographs	1952	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.3 x 12.6 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 3; Folder Title: Faculty: Individual Photos (H). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254250001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/271	271	168.jp2	/umpeople/image/168.jp2
William Shea, Professor of Speech, showing a model of the ear to a student				On verso: "WM. Shea, Prof. of Speech"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 11; Folder Title: Faculty: Individual Photos (S).			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252090001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/272	272	229.jp2	/umpeople/image/229.jp2
Jay F. W. Pearson, President of the University of Miami, and students holding an American flag						Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 13; Folder No. 3; Folder Title: President: (n.d.) Pearson, J. W. 7. Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252870001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/273	273	475.jp2	/umpeople/image/475.jp2
Jay F. W. Pearson, President of the University of Miami and Robert Little, Miami architect, examining a model				Robert Little was the university architect		Photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 13; Folder No. 2; Folder Title: President: (n.d.) Pearson, J. W. 6. Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252820001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/274	274	504.jp2	/umpeople/image/504.jp2
George Tillman, Guidance Counselor				On verso: "Tillman, George Counselor Guidance Center 1960's"		Portrait photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 6.0 x 6.0 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 12; Folder Title: Faculty: Individual Photos (T). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254790001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/275	275	129.jp2	/umpeople/image/129.jp2
Witold Malcuzynski, Polish pianist	James Abresch			On verso: "Witolo Malcuzynski 1948 Ibis music"		Portrait photographs		1940-1950	Coral Gables (Florida)	1 b&w photograph; 18.3 x 18.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 7; Folder No. 7; Folder Title: Faculty: Individual Photos (M). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420254460001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/276	276	67.jp2	/umpeople/image/67.jp2
Bill Nagle (left), President of Kappa Pi, and Jerome Sanders (right); holding a portrait of Bowman F. Ashe, President of the University of Miami	Fisher, Ray		Kappa Pi is the University of Miami National Art Fraternity. Its president at the moment, Bill Nagle, was one of the students who discovered the painting ability of Jerome Sanders. Sanders was a graduate of George Washington Carver high school who painted the oil portrait of late President Bowman F. Ashe in his spare time from janitorial duties at the University's Merrick building. When UM President Jay F.W. Pearson accepted the portrait from Sanders, he expressed that the artist had caught a remarkable likeness of Dr. Ashe, even though he had never seen the late UM President and his only model was a newspaper picture of Dr. Ashe.			Photographs	1972	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 23; Folder Title: President: (1972) Ashe, Bowman Foster - Painting. Folder Date: 1972		© Ray Fisher. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253460001001	Image	image/tiff													2009-07-01	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/277	277	193.jp2	/umpeople/image/193.jp2
Jay F. W. Pearson, President of the University of Miami, speaking at an event						Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.3 cm.		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 11; Folder No. 37; Folder Title: President: (1953) Pearson, J. W. 1 - Inauguration. Folder Date: 1953			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253650001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/279	279	84.jp2	/umpeople/image/84.jp2
William Steers, Chariman of the Department of Physical Education				On verso: "Dr. William Steers; Chairman - Physical Education Dept."		Photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.7 x 20.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 29; Folder Title: Chairmen: Individual Photos. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250170001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/280	280	170.jp2	/umpeople/image/170.jp2
Sidney Head, Chairman of the Department of Radio and Television				On verso: "Dr. Sidney Head"; Coordinated programs such as radio plays, choral reading, and interviews		Portrait photographs	1956	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 23; Folder Title: ENG. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420250120001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/281	281	113.jp2	/umpeople/image/113.jp2
Edward Sofen, Professor of Political Science				On verso: "Edward Sofen (1951) Pol. Sci"		Portrait photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.8 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 9; Folder No. 25; Folder Title: Faculty: Sofen, Edward - Political Science. Folder Date: 1951			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252010001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/282	282	71.jp2	/umpeople/image/71.jp2
John Bitter, Dean of the School of Music and Conductor of the University of Miami Symphony Orchestra, 1950-1963						Portrait photographs	1957	1950-1960	Coral Gables (Florida)	1 B&W photograph; 20.8 x 25.4 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 1; Folder No. 34; Folder Title: Dean: Bitter, John: Music. Folder Date: N.D.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252620001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/283	283	29.jp2	/umpeople/image/29.jp2
William Dismukes, Professor of Romance Languages	Fleming, Fred B.			On verso: "Dismukes"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 10.0  x 13.0 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 6; Folder No. 26; Folder Title: Faculty: Individual Photos (D). Folder Date: n.d.			http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420253940001001	Image	image/tiff													2009-07-01	2012-08-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/285	285	483.jp2	/umpeople/image/483.jp2
Jay F. W. Pearson, President of the University of Miami; William H. McMaster, Professor of Religion; Charles Doren Tharp, Vice President of Academic Affairs and Dean of Faculties; H. Franklin Williams, Vice President and Director of Community Affairs, and Oscar E. Dooley, Trustee at the president's inauguration	Fisher, Ray			On verso: "Pearson Inauguration. L to R - W.H. McMaster, Prof. of Religion (ret'd), Dr. Charles Doren Tharp, Dr. Pearson, Dr. H Franklin Williams, Mr. Oscar Dooly"		Photographs	1953	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.3 cm.	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series VII: Administrators, Deans, Faculty, and Presidents	Box No. 12; Folder No. 1; Folder Title: Pearson, J.W. - Inauguration. Folder Date: 1953		© Ray Fisher. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		asu06420252650001001	Image	image/tiff													2009-07-01	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/umpeople/id/286	286	286.jp2	/umpeople/image/286.jp2
