Title	Subject	Description	Creator	Genre	Publisher	Date	Repository	Collection Title	Collection No.	Container	Copyright	Digital ID	Object ID	Type	Format	File Size	Width	Height	Checksum	Color space	Hardware	Software	BitDepth	Resolution	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010042001	asm5000000001	Image	image/tiff	15572.606 KB	5199	6646	0xA99A8B14	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/256	256	669.jp2	/asm5000/image/669.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010043001	asm5000000001	Image	image/tiff	25253.785 KB	5199	6646	0x52CBC52E	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/257	257	670.jp2	/asm5000/image/670.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010044001	asm5000000001	Image	image/tiff	15769.113 KB	5199	6646	0x7AEE89F7	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/258	258	671.jp2	/asm5000/image/671.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010045001	asm5000000001	Image	image/tiff	19824.399 KB	5200	6646	0x478E8846	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/259	259	672.jp2	/asm5000/image/672.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010046001	asm5000000001	Image	image/tiff	17650.282 KB	5200	6646	0x7ACD7FFF	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/260	260	673.jp2	/asm5000/image/673.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010047001	asm5000000001	Image	image/tiff	17560.228 KB	5307	6723	0x18A59370	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/261	261	674.jp2	/asm5000/image/674.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010048001	asm5000000001	Image	image/tiff	18249.668 KB	5307	6723	0xF227920E	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/262	262	675.jp2	/asm5000/image/675.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010049001	asm5000000001	Image	image/tiff	21381.861 KB	5307	6723	0x5F069717	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/263	263	676.jp2	/asm5000/image/676.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010050001	asm5000000001	Image	image/tiff	17341.896 KB	5307	6723	0xF8F37FBC	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/264	264	677.jp2	/asm5000/image/677.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010051001	asm5000000001	Image	image/tiff	17475.787 KB	5057	6508	0xBEC481DE	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/265	265	678.jp2	/asm5000/image/678.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010052001	asm5000000001	Image	image/tiff	18103.91 KB	5200	6711	0x24F7D298	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/266	266	679.jp2	/asm5000/image/679.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010053001	asm5000000001	Image	image/tiff	19602.419 KB	5307	6723	0xFF57D56F	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/267	267	680.jp2	/asm5000/image/680.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010054001	asm5000000001	Image	image/tiff	20937.854 KB	5307	6723	0xBA4E2A89	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/268	268	681.jp2	/asm5000/image/681.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010055001	asm5000000001	Image	image/tiff	24415.216 KB	5507	6876	0x305AADBE	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/269	269	682.jp2	/asm5000/image/682.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010056001	asm5000000001	Image	image/tiff	20444.817 KB	5307	6723	0xE9381C88	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/270	270	683.jp2	/asm5000/image/683.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010057001	asm5000000001	Image	image/tiff	20191.817 KB	5507	6876	0xF1E0C1F5	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/271	271	684.jp2	/asm5000/image/684.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010058001	asm5000000001	Image	image/tiff	22716.198 KB	5507	6876	0x7ECA3804	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/272	272	685.jp2	/asm5000/image/685.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010059001	asm5000000001	Image	image/tiff	27301.517 KB	5507	6876	0x7973052E	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/273	273	686.jp2	/asm5000/image/686.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010060001	asm5000000001	Image	image/tiff	19351.531 KB	5507	6876	0xFD9DF40F	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/274	274	687.jp2	/asm5000/image/687.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010061001	asm5000000001	Image	image/tiff	20667.915 KB	5507	6876	0xB6462585	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/275	275	688.jp2	/asm5000/image/688.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010062001	asm5000000001	Image	image/tiff	17280.062 KB	5507	6876	0x4730B4C7	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/276	276	689.jp2	/asm5000/image/689.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010063001	asm5000000001	Image	image/tiff	20462.164 KB	5135	6571	0xF8F6D725	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/277	277	690.jp2	/asm5000/image/690.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010064001	asm5000000001	Image	image/tiff	16453.819 KB	5800	7015	0x32B7D5AE	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/278	278	691.jp2	/asm5000/image/691.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010065001	asm5000000001	Image	image/tiff	18923.764 KB	5800	7015	0xA012B9C	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/279	279	692.jp2	/asm5000/image/692.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010066001	asm5000000001	Image	image/tiff	20173.666 KB	5800	7015	0x3E1AC6BC	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/280	280	693.jp2	/asm5000/image/693.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010067001	asm5000000001	Image	image/tiff	19015.031 KB	5799	7015	0xF1D91DC	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/281	281	694.jp2	/asm5000/image/694.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010068001	asm5000000001	Image	image/tiff	18601.707 KB	5800	7015	0xF4EA1E68	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/282	282	695.jp2	/asm5000/image/695.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010069001	asm5000000001	Image	image/tiff	20267.695 KB	5800	7015	0x133C578A	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/283	283	696.jp2	/asm5000/image/696.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010070001	asm5000000001	Image	image/tiff	16426.01 KB	5799	7015	0x384E6E63	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/284	284	697.jp2	/asm5000/image/697.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010071001	asm5000000001	Image	image/tiff	19419.208 KB	5800	7015	0x9C492535	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/285	285	698.jp2	/asm5000/image/698.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010072001	asm5000000001	Image	image/tiff	15671.606 KB	5250	6681	0xF35093B7	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/286	286	699.jp2	/asm5000/image/699.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010073001	asm5000000001	Image	image/tiff	16501.496 KB	5166	6537	0x9B2F555A	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/287	287	700.jp2	/asm5000/image/700.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010074001	asm5000000001	Image	image/tiff	15883.062 KB	5190	6571	0x6BC84EF6	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/288	288	701.jp2	/asm5000/image/701.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010075001	asm5000000001	Image	image/tiff	22708.646 KB	5202	6667	0xB0049D4B	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/289	289	702.jp2	/asm5000/image/702.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010076001	asm5000000001	Image	image/tiff	22486.716 KB	5190	6631	0x4C058683	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/290	290	703.jp2	/asm5000/image/703.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010077001	asm5000000001	Image	image/tiff	17904.351 KB	5184	6583	0x88444AD4	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/291	291	704.jp2	/asm5000/image/704.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010078001	asm5000000001	Image	image/tiff	13290.414 KB	5172	6619	0xEFA2894B	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/292	292	705.jp2	/asm5000/image/705.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010079001	asm5000000001	Image	image/tiff	19301.45 KB	5196	6597	0x73B22BCD	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/293	293	706.jp2	/asm5000/image/706.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010080001	asm5000000001	Image	image/tiff	17073.562 KB	5220	6621	0x7707A984	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/294	294	707.jp2	/asm5000/image/707.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010081001	asm5000000001	Image	image/tiff	17489.666 KB	5112	6513	0xBA59F6D	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/295	295	708.jp2	/asm5000/image/708.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010082001	asm5000000001	Image	image/tiff	19097.103 KB	5184	6621	0x6A4C85A3	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/296	296	709.jp2	/asm5000/image/709.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010083001	asm5000000001	Image	image/tiff	16192.461 KB	5184	6633	0x6F88FFC4	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/297	297	710.jp2	/asm5000/image/710.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010084001	asm5000000001	Image	image/tiff	23343.016 KB	5136	6633	0xAEC2361B	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/298	298	711.jp2	/asm5000/image/711.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010085001	asm5000000001	Image	image/tiff	22678.028 KB	5268	6633	0xBAD4D7E1	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/299	299	712.jp2	/asm5000/image/712.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010086001	asm5000000001	Image	image/tiff	21881.943 KB	5244	6633	0x9B28FDD	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/300	300	713.jp2	/asm5000/image/713.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010087001	asm5000000001	Image	image/tiff	20752.512 KB	5676	6907	0x58F9C9DE	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/301	301	714.jp2	/asm5000/image/714.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010088001	asm5000000001	Image	image/tiff	20696.038 KB	5676	6907	0x772720B2	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/302	302	715.jp2	/asm5000/image/715.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010089001	asm5000000001	Image	image/tiff	20765.863 KB	5676	6907	0x6914E596	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/303	303	716.jp2	/asm5000/image/716.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010090001	asm5000000001	Image	image/tiff	22078.049 KB	5676	6907	0x6181755F	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/304	304	717.jp2	/asm5000/image/717.jp2
Scrapbook. May 1927 - July 1929.			Coral Gables Garden Club	Clippings; Scrapbooks			University of Miami Libraries. Special Collections.	Coral Gables Garden Club	ASM5000		http://merrick.library.miami.edu/digitalprojects/copyright.html	asm50000000010091001	asm5000000001	Image	image/tiff	41155.19 KB	5599	6907	0x54BAC54B	RGB	EPSON Expression 10000 XL	EPSON Scan Ver. 3.02A	24-bit color	600 dpi		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/asm5000/id/305	305	718.jp2	/asm5000/image/718.jp2
