Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Erich Hillgruber, Honorary Degree recipient				Written on verso: "Erich Hillgruber, Architekt BDA", "Honorary Degree 6/4/78"		Photographs	1978	1970-1980	Coral Gables ( Florida)	1 b&w photograph; 6.1 x 8.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 4; Folder Title: Commencement, 1978.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108270001001	Image	image/tiff	460.545 KB	1545	2016	0xC815C729	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/765	765	714.jp2	/umevents/image/714.jp2
NCC Brotherhood dinner				Written on verso: "Feb. 23, 1950", "NCC Brotherhood Dinner", "4. Keith Phillips, 5. Mrs. Phillips, 10. H. Franklin Hilliame, 12. Bowman F. Ashe, 13. Roscoe Brunslitter, 15. Max Orovitz", "Broen dinner"		Photographs	1950-02-23	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 12; Folder Title: Conference, 1950.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109070001001	Image	image/tiff	8270.961 KB	6166	5136	0x18033C3A	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/766	766	794.jp2	/umevents/image/794.jp2
Fourth Annual Photojournalism Conference						Negatives	1960	1960-1970	Coral Gables ( Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 7; Folder No. 4; Folder Title: Conference, 1960: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109890001001	Image	image/tiff	4850.287 KB	3486	2354	0x528718A2	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/767	767	874.jp2	/umevents/image/874.jp2
John D. Pennekamp at commencement			Attached caption reads: "John D. Pennekamp Doctor of Letters Commencement 5/2/76".			Photographs	1976-05-02	1970-1980	Coral Gables (Florida)	1 b&w photograph; 20.2 x 25.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 2; Folder Title: Commencement, 1976:.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108170001001	Image	image/tiff	8980.762 KB	5006	6168	0xBB3FE7CD	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/768	768	705.jp2	/umevents/image/705.jp2
President Stanford and others at commencement, 1979			President Stanford is seen standing to the right			Photographs	1979-05-04	1970-1980	Coral Gables (Florida)	1 b&w photograph; 17.7 x 12.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 5; Folder Title: Commencement, 1979.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108340001001	Image	image/tiff	3860.902 KB	4321	3148	0xE0283A3B	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/769	769	721.jp2	/umevents/image/721.jp2
Dean Lou Kleinman at commencement ceremony			Attached caption reads: "Dean Lou Kleinman, School of Education Commencement 5/4/80".			Photographs	1980-05-04	1980-1990	Coral Gables ( Florida)	1 b&w photograph; 12.6 x 17.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 6; Folder Title: Commencement, 1980.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108440001001	Image	image/tiff	3447.818 KB	3165	4387	0xC5B030B6	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/770	770	731.jp2	/umevents/image/731.jp2
University of Miami graduates, 1982	Utz, Jonathan			Written on verso: "Graduation General Shots"		Photographs	1982-05	1980-1990	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 8; Folder Title: Commencement, 1982.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108730001001	Image	image/tiff	11135.44 KB	6098	4983	0x7ADAB3F	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/771	771	760.jp2	/umevents/image/760.jp2
President Stanford awarding a degree at commencement ceremony, 1972						Negatives	1972-06-04	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 4; Folder Title: Commencement, 1972.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107330001001	Image	image/tiff	3192.078 KB	3379	2259	0x849B0121	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/772	772	622.jp2	/umevents/image/622.jp2
Speaker at the 1972 Commencement Ceremony						Photographs	1972-06-04	1970-1980	Coral Gables (Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 4; Folder Title: Commencement, 1972.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107500001001	Image	image/tiff	3410.023 KB	3386	2268	0x1427C526	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/773	773	639.jp2	/umevents/image/639.jp2
President Stanford at commencement ceremony	Utz, Jonathan					Photographs		1970-1980	Coral Gables (Florida)	1 b&w photograph; 17.3 x 12.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 9; Folder Title: Commencement: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108860001001	Image	image/tiff	4842.223 KB	4253	3076	0x9BD8CC09	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/774	774	773.jp2	/umevents/image/773.jp2
Graduates at commencement ceremony, 1973						Negatives	1973	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 5;  Folder Title: Commencement, 1973.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107600001001	Image	image/tiff	4868.06 KB	3431	2330	0xBF0DB8F1	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/775	775	649.jp2	/umevents/image/649.jp2
Inter-American Conference of Work Medicine Banquet	Gort			Written on bottom right: "Delegates from Columbia and Puerto Rico at the Banquet."		Photographs	1956	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 13; Folder Title: Conference, 1956.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109210001001	Image	image/tiff	7090.944 KB	6179	5102	0xD2B4D083	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/776	776	807.jp2	/umevents/image/807.jp2
Deans Homer F. Marsh, Hoke Maroon and Noble Hendrix at a conference	Gort			Written on front: "Dean Homer F. Marsh, Mr. Hoke Maroon and Dean Noble Hendrix."		Photographs	1956	1950-1960	Coral Gables ( Florida)	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 13  Folder Title: Conference, 1956.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109230001001	Image	image/tiff	6157.72 KB	6270	5143	0xB7734660	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/777	777	809.jp2	/umevents/image/809.jp2
President Stanford presents Honorary Doctor of Law to Governor Bob Graham at commencement						Photographs	1979-05-04	1970-1980	Coral Gables (Florida)	1 b&w photograph; 17.7 x 12.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 5; Folder Title: Commencement, 1979.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108320001001	Image	image/tiff	3808.991 KB	4263	3063	0x97A331D9	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/778	778	719.jp2	/umevents/image/719.jp2
President Stanford and F.G. Walton Smith at Law School commencement				Written on verso: "F.G. Walton Smith; Doctor of Science; May 19, 1974"		Photographs	1974-05-19	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 6; Folder Title: Commencement, 1974.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107800001001	Image	image/tiff	5205.913 KB	4952	6083	0x92B2BA19	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/779	779	668.jp2	/umevents/image/668.jp2
Faculty onstage at commencement ceremony, 1973						Negatives	1973	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 5; Folder Title: Commencement, 1973.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107520001001	Image	image/tiff	3502.726 KB	3442	2222	0xE7AD5779	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/780	780	641.jp2	/umevents/image/641.jp2
First Annual Photojournalism Conference						Negatives	1957	1950-1960	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 14; Folder Title: Conference, 1957.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109280001001	Image	image/tiff	4287.312 KB	3511	2360	0x86E0BA0B	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/781	781	814.jp2	/umevents/image/814.jp2
Faculty onstage at commencement ceremony, 1973						Negatives	1973	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 5; Folder Title: Commencement, 1973.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107630001001	Image	image/tiff	3659.383 KB	3427	2274	0x6173D887	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/782	782	652.jp2	/umevents/image/652.jp2
First Annual Photojournalism Conference						Negatives	1957	1950-1960	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 14;Folder Title: Conference, 1957.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109330001001	Image	image/tiff	3197.813 KB	3556	2289	0x8333FDF0	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/783	783	819.jp2	/umevents/image/819.jp2
President Stanford at commencement, 1981			President Stanford is seen standing to the right			Photographs	1981-05	1980-1990	Coral Gables (Florida)	1 b&w photograph; 17.5 x 12.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 7; Folder Title: Commencement, 1981.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108510001001	Image	image/tiff	5227.403 KB	4279	3129	0x3D3D94D4	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/784	784	738.jp2	/umevents/image/738.jp2
President Stanford at commencement, 1980				Written on verso: "Charles Cobb, Gov. Graham, Pres. Stanford Commencement 5/4/80"		Photographs	1980-05-04	1980-1990	Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 6; Folder Title: Commencement, 1980.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108460001001	Image	image/tiff	2966.703 KB	4365	3185	0xFF1147A2	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/785	785	733.jp2	/umevents/image/733.jp2
Commencement ceremony, 1975						Negatives	1975	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 1; Folder Title: Commencement, 1975.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108040001001	Image	image/tiff	4089.791 KB	2275	3366	0xDDA8FCB	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/786	786	692.jp2	/umevents/image/692.jp2
Three men at a 1956 unknown conference						Photographs	1956	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 13; Folder Title: Conference, 1956.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109090001001	Image	image/tiff	5384.354 KB	6209	5113	0xA5C8D467	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/787	787	796.jp2	/umevents/image/796.jp2
Third Annual Photojournalism Conference						Negatives	1959	1950-1960	Miami (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 7; Folder No. 2; Folder Title: Conference, 1959: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109490001001	Image	image/tiff	3949.663 KB	3544	2325	0xCD90776C	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/788	788	835.jp2	/umevents/image/835.jp2
Commencement ceremony, 1975						Negatives	1975	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 1; Folder Title: Commencement, 1975.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108070001001	Image	image/tiff	929.056 KB	3471	2269	0x27BBE0A0	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/789	789	695.jp2	/umevents/image/695.jp2
Conference attendees						Photographs	1956	1950-1960	Coral Gables ( Florida)	1 b&w photograph; 25.4 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 13;Folder Title: Conference, 1956.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109120001001	Image	image/tiff	6627.42 KB	6099	5023	0xC35FF196	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/790	790	798.jp2	/umevents/image/798.jp2
Speaker at the 1979 Commencement						Photographs	1979-05-04	1970-1980	Coral Gables (Florida)	1 b&w photograph; 17.7 x 12.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 5; Folder Title: Commencement, 1979.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108370001001	Image	image/tiff	3105.135 KB	3102	4331	0x96562120	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/791	791	724.jp2	/umevents/image/724.jp2
Students at the 1975 Commencement Ceremony						Photographs	1975	1970-1980	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 1; Folder Title: Commencement, 1975.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108060001001	Image	image/tiff	1084.704 KB	3437	2324	0x37A3703C	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/792	792	694.jp2	/umevents/image/694.jp2
President Pearson with shoe manufacturers from Panama at a conference						Negatives	1958	1950-1960	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 7; Folder No. 1; Folder Title: Conference, 1958.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109430001001	Image	image/tiff	8376.376 KB	5696	4394	0xEACEBAF7	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/793	793	829.jp2	/umevents/image/829.jp2
Faculty preparing for the commencement ceremony, 1972						Negatives	1972-06-04	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 4; Folder Title: Commencement, 1972.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107290001001	Image	image/tiff	4487.354 KB	3432	2324	0x2511B8FB	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/794	794	618.jp2	/umevents/image/618.jp2
Fourth Annual Photojournalism Conference						Negatives	1960	1960-1970	Coral Gables ( Florida)	1 negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 7; Folder No. 4; Folder Title: Conference, 1960: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420109870001001	Image	image/tiff	4578.516 KB	2325	3486	0x25701B7C	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/795	795	872.jp2	/umevents/image/872.jp2
Guests at graduation dinner, 1973						Negatives	1973-06	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 5; Folder Title: Commencement, 1973.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107920001001	Image	image/tiff	6053.509 KB	5215	5259	0x87984338	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/796	796	680.jp2	/umevents/image/680.jp2
President Stanford and other faculty at commencement ceremony, 1972			President Stanford is seen seated to the right			Photographs	1972-0604	1970-1980	Coral Gables (Florida)	1 b&w photograph		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 4; Folder Title: Commencement, 1972.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107490001001	Image	image/tiff	3389.495 KB	3431	2282	0x15EB19E9	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/797	797	638.jp2	/umevents/image/638.jp2
President Stanford at commencement ceremony, 1975			President Stanford seen standing to the left			Negatives	1975	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 1; Folder Title: Commencement, 1975.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107930001001	Image	image/tiff	985.49 KB	3419	2297	0x5C81A0C3	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/798	798	681.jp2	/umevents/image/681.jp2
Speaker at the 1972 Commencement Ceremony						Photographs	1972-06-04	1970-1980	Coral Gables (Florida)	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 5; Folder No. 4; Folder Title: Commencement, 1972.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107380001001	Image	image/tiff	4912.071 KB	3422	2303	0x2F7CCC15	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/799	799	627.jp2	/umevents/image/627.jp2
Commencement ceremony, 1975						Negatives	1975	1970-1980	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 1; Folder Title: Commencement, 1975.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108100001001	Image	image/tiff	3658.581 KB	3395	2287	0xD36DF8F0	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/800	800	698.jp2	/umevents/image/698.jp2
President Stanford at commencement, 1976			President Stanford is seen standing to the left	Attached caption reads: "Henry King Stanford john D. Pennekamp commencement 1976"		Photographs	1976-05-02	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.2 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 2; Folder Title: Commencement, 1976.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108180001001	Image	image/tiff	8715.539 KB	6219	5053	0x8FBE4A81	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/801	801	706.jp2	/umevents/image/706.jp2
Stage of 1975 Commencement Ceremony						Photographs	1975	1970-1980	Coral Gables (Florida)	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 1; Folder Title: Commencement, 1975.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cm		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108080001001	Image	image/tiff	2566.118 KB	3497	2276	0x156A2C21	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/802	802	696.jp2	/umevents/image/696.jp2
Commencement ceremony, 1975						Negatives	1975	1970-1980	Coral Gables ( Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 6; Folder No. 1; Folder Title: Commencement, 1975.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420107980001001	Image	image/tiff	1164.007 KB	3456	2333	0x4C0D6263	RGB	24-bit depth	600 dpi			2008-08-08	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/803	803	686.jp2	/umevents/image/686.jp2
Commencement ceremony at Dinner Key	Fisher, Ray					Photographs	1953-06-10	1950-1960	Coral Gables ( Florida)	1 b&w photograph; 20.6 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 3; Folder No. 5; Folder Title:Commencement, 1953	http://merrick.library.miami.edu/digitalprojects/copyright.html	© Ray Fisher. All rights reserved.	ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420108910001001	Image	image/tiff	10068.548 KB	6105	4950	0x57B6270E	RGB	24-bit depth	600 dpi			2008-08-08	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/804	804	778.jp2	/umevents/image/778.jp2
