Title	Creator	Note	Subject	Genre	Publisher	Date	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Rights	Object No.	Directory	Digital ID	Type	Format	Width	Height	Checksum	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Salon Azul (Blue Room), Presidential Palace, Havana			Palacio Presidencial (Havana, Cuba)	Photograph		[ca. 1902]	1  photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 36 Folder Title: Presidential Palace Cuba. Folder Date: n.d. ca. 1902	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000518	000518			image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/520	520	521.cpd	/chc0460/image/521.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005100001001.tif	Text	image/tiff	3270	2172	0xF8D2188B	04600005100001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/524	524	525.jp2	/chc0460/image/525.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005100002001.tif	Text	image/tiff	3204	2172	0x6E446A75	04600005100002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/525	525	526.jp2	/chc0460/image/526.jp2
Postcard: "Street in Vedado, a Suburb of Havana, Cuba.  Copyright, 1904, by Detroit Photographic Co."						[ca. 1904]	1  postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 34 Folder Title: Cuba. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000510	000510		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/526	526	527.cpd	/chc0460/image/527.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001240001001.tif	Text	image/tiff	6390	4014	0xC17C2B1B	04600001240001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/527	527	528.jp2	/chc0460/image/528.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001240002001.tif	Text	image/tiff	6372	4056	0xA1CA6FD5	04600001240002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/528	528	529.jp2	/chc0460/image/529.jp2
Letter: Central Valley, New York, from Aunt Susana to Candelaria Estrada Palma, [Cuba?]		Autograph letter signed.		Postcard		10 Oct. 1908	1  item (3 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series III. Estrada Palma Family Papers, 1905-1999 (bulk dates, 1908-1944).	Box No.: 1 Folder No.: 17 Folder Title: Correspondence. Folder Date: n.d. 1905-1966	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000124	000124		Type	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/529	529	530.cpd	/chc0460/image/530.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005190001001.tif	Text	image/tiff	2976	2274	0xCECBACF4	04600005190001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/536	536	537.jp2	/chc0460/image/537.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005190002001.tif	Text	image/tiff	2958	2334	0x2E14E584	04600005190002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/537	537	538.jp2	/chc0460/image/538.jp2
Music Room adjacent to Hall of Mirrors, Presidential Palace, Havana			Palacio Presidencial (Havana, Cuba)	Photograph		[ca. 1902]	1  photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 36 Folder Title: Presidential Palace Cuba. Folder Date: n.d. ca. 1902	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000519	000519		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/538	538	539.cpd	/chc0460/image/539.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005150001001.tif	Text	image/tiff	4176	2958	0x2F272F06	04600005150001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/539	539	540.jp2	/chc0460/image/540.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005150002001.tif	Text	image/tiff	4134	2934	0x8F2EBEFA	04600005150002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/540	540	541.jp2	/chc0460/image/541.jp2
Dining Room, Presidential Palace, Havana			Palacio Presidencial (Havana, Cuba)	Photograph		[ca. 1902]	1 b&w photograph	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series IV. Photographs, ca. 1880-1956.	Box No.: 1 Folder No.: 36 Folder Title: Presidential Palace Cuba. Folder Date: n.d. ca. 1902	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000515	000515		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/541	541	542.cpd	/chc0460/image/542.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000080001001.tif	Text	image/tiff	3618	5520	0xC38D9CFB	04600000080001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/542	542	543.jp2	/chc0460/image/543.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000080002001.tif	Text	image/tiff	3618	5520	0x42C43B6F	04600000080002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/543	543	544.jp2	/chc0460/image/544.jp2
Letter: La Punta [Cuba], to Thomas [Tomás Andrés Estrada Palma II], [Manzanillo, Cuba?]	Estrada Palma, Tomás, 1835-1908	Autograph letter signed.		Letter (Correspondence)		3 Feb. 1907	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 1 Folder Title: Correspondence. Folder Date: n.d. 1902-1907	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000008	000008		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/544	544	545.cpd	/chc0460/image/545.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006180001001.tif	Text	image/tiff	4013	5219	0x1443C188	04600006180001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/545	545	546.jp2	/chc0460/image/546.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006180002001.tif	Text	image/tiff	4013	5233	0x7665EF9B	04600006180002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/546	546	547.jp2	/chc0460/image/547.jp2
Collage of Clippings						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000618	000618		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/547	547	548.cpd	/chc0460/image/548.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000080001001.tif	Text	image/tiff	3618	5520	0xC38D9CFB	04600000080001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/548	548	549.jp2	/chc0460/image/549.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600000080002001.tif	Text	image/tiff	3618	5520	0x42C43B6F	04600000080002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/549	549	550.jp2	/chc0460/image/550.jp2
Letter: La Punta [Cuba], to Thomas [Tomás Andrés Estrada Palma II], [Manzanillo, Cuba?]	Estrada Palma, Tomás, 1835-1908	Autograph letter signed.		Letter (Correspondence)		3 Feb. 1907	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. 1970 (bulk dates 1902-1908).	Box No.: 1 Folder No.: 1 Folder Title: Correspondence. Folder Date: n.d. 1902-1907	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000008	000008		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/550	550	551.cpd	/chc0460/image/551.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006110001011.tif	Text	image/tiff	3379	5305	0xED366A58	04600006110001011.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/551	551	552.jp2	/chc0460/image/552.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006110001021.tif	Text	image/tiff	3379	5305	0xB03FFAAA	04600006110001021.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/552	552	553.jp2	/chc0460/image/553.jp2
Collage of Clippings						[Oct. 1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000611	000611		Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/553	553	554.cpd	/chc0460/image/554.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006260001001.tif	Text	image/tiff	4074	5225	0xDC7F7444	04600006260001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/554	554	555.jp2	/chc0460/image/555.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006260002001.tif	Text	image/tiff	4053	5171	0x9C2A89A2	04600006260002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/555	555	556.jp2	/chc0460/image/556.jp2
Collage of Clippings						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 5 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000626	000626		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/556	556	557.cpd	/chc0460/image/557.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006060001001.tif	Text	image/tiff	3582	5328	0x9C098957	04600006060001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/560	560	561.jp2	/chc0460/image/561.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006060002001.tif	Text	image/tiff	3573	5337	0x70173247	04600006060002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/561	561	562.jp2	/chc0460/image/562.jp2
President Palma Leaves Palace" and "The Cuban Volunteer						[1906]	1  2 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000606	000606		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/562	562	563.cpd	/chc0460/image/563.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006070001001.tif	Text	image/tiff	3685	5359	0x5B501C15	04600006070001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/563	563	564.jp2	/chc0460/image/564.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006070002001.tif	Text	image/tiff	3690	5313	0x1E16EFB3	04600006070002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/564	564	565.jp2	/chc0460/image/565.jp2
Collage of Clippings						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000607	000607		Type	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/565	565	566.cpd	/chc0460/image/566.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005300001001.tif	Text	image/tiff	3474	2298	0xA8322D1C	04600005300001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/569	569	570.jp2	/chc0460/image/570.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005300002001.tif	Text	image/tiff	3516	2316	0x3E4ED4F1	04600005300002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/570	570	571.jp2	/chc0460/image/571.jp2
Postcard: Central Valley, New York, from Candelaria Estrada Palma to Carlos Estrada Palma, Havana	Estrada Palma, Candelaria			Postcard		21 Sep. 1905	1 b&w postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series III. Estrada Palma Family Papers, 1905-1999 (bulk dates, 1908-1944).	Box No.: 1 Folder No.: 17 Folder Title: Correspondence. Folder Date: n.d. 1905-1966	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000530	000530		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/571	571	572.cpd	/chc0460/image/572.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008010001001.tif	Text	image/tiff	3018	2088	0x9A38E550	04600008010001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/572	572	573.jp2	/chc0460/image/573.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600008010002001.tif	Text	image/tiff	2920	2048	0x9AD2075F	04600008010002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/573	573	574.jp2	/chc0460/image/574.jp2
Passenger's Check, The Cuba Railroad Co.	Cuba Railroad Co.					7 June 1908	1  item (2 p.)	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 13 Folder Title: Documents. Folder Date: 1902-1944	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000801	000801		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/574	574	575.cpd	/chc0460/image/575.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005290001001.tif	Text	image/tiff	3432	2232	0x4091B751	04600005290001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/575	575	576.jp2	/chc0460/image/576.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600005290002001.tif	Text	image/tiff	3516	2214	0x19B9DF7E	04600005290002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/576	576	577.jp2	/chc0460/image/577.jp2
Postcard: S.l., from Mabel to Candelaria Estrada Palma, Havana				Postcard		[190-]	1 b&w postcard	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series III. Estrada Palma Family Papers, 1905-1999 (bulk dates, 1908-1944).	Box No.: 1 Folder No.: 17 Folder Title: Correspondence. Folder Date: n.d. 1905-1966	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000529	000529		Still Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/577	577	578.cpd	/chc0460/image/578.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006230001001.tif	Text	image/tiff	3640	5766	0x5A4306D9	04600006230001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/578	578	579.jp2	/chc0460/image/579.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006230002001.tif	Text	image/tiff	5851	3555	0xD0A396	04600006230002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/579	579	580.jp2	/chc0460/image/580.jp2
Collage of Clippings						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 5 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000623	000623		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/580	580	581.cpd	/chc0460/image/581.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006220001001.tif	Text	image/tiff	3880	5389	0xD23BA864	04600006220001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/581	581	582.jp2	/chc0460/image/582.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006220002001.tif	Text	image/tiff	3917	5428	0x3E43EAF6	04600006220002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/582	582	583.jp2	/chc0460/image/583.jp2
Collage of Clippings						[1906]	1  6 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000622	000622		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/583	583	584.cpd	/chc0460/image/584.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006180001001.tif	Text	image/tiff	4013	5219	0xDE2E670	04600006180001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/584	584	585.jp2	/chc0460/image/585.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006180002001.tif	Text	image/tiff	4013	5233	0xDB90C31F	04600006180002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/585	585	586.jp2	/chc0460/image/586.jp2
Collage of Clippings						[1906]	1  5 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000618	000618		Text; Image	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/586	586	587.cpd	/chc0460/image/587.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006170001001.tif	Text	image/tiff	3705	5606	0x52979C2B	04600006170001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/587	587	588.jp2	/chc0460/image/588.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006170002001.tif	Text	image/tiff	3739	5673	0xBE69035D	04600006170002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/588	588	589.jp2	/chc0460/image/589.jp2
Collage of Clippings						[1906]	1  clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000617	000617		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/589	589	590.cpd	/chc0460/image/590.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006080001001.tif	Text	image/tiff	5356	4095	0x6F9331DE	04600006080001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/590	590	591.jp2	/chc0460/image/591.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006080002001.tif	Text	image/tiff	4077	5325	0x8CA30720	04600006080002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/591	591	592.jp2	/chc0460/image/592.jp2
Cuba's Congress Beseeches Mr. Palma to Reconsider" and "Cuba's Last Show		"Cuba's Congress Beseeches Mr. Palma to Reconsider" appeared in The Havana Daily Telegraph.				[Sep. 1906]	1  2 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 3 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000608	000608		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/592	592	593.cpd	/chc0460/image/593.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007170001001.tif	Text	image/tiff	1962	4404	0x3F9F40AD	04600007170001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/593	593	594.jp2	/chc0460/image/594.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600007170002001.tif	Text	image/tiff	1530	3084	0x89ABAD9F	04600007170002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/594	594	595.jp2	/chc0460/image/595.jp2
Mr. Tomas Palma Hurriedly Weds		In the Newburgh (NY) Journal.	Estrada Palma, Tomás, II; Estrada Palma, Helen D.	Clipping		8 Aug. 1910	1 b&w clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 16 Folder Title: Clippings. Folder Date: 1910	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000717	000717		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/595	595	596.cpd	/chc0460/image/596.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006170001001.tif	Text	image/tiff	3705	5606	0x8E956D56	04600006170001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/596	596	597.jp2	/chc0460/image/597.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006170002001.tif	Text	image/tiff	3739	5673	0x83132161	04600006170002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/597	597	598.jp2	/chc0460/image/598.jp2
Collage of Clippings						[1906]	1  clipping	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 4 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000617	000617		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/598	598	599.cpd	/chc0460/image/599.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006240001001.tif	Text	image/tiff	4968	4411	0xF505F3E	04600006240001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/599	599	600.jp2	/chc0460/image/600.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600006240002001.tif	Text	image/tiff	4465	4897	0x411CDE7A	04600006240002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/600	600	601.jp2	/chc0460/image/601.jp2
Collage of Clippings						[1906]	1  4 clippings	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series I. Tomás Estrada Palma Papers, 1906-ca. (bulk dates, 1902-1908).	Box No.: 1 Folder No.: 5 Folder Title: Clippings. Folder Date: 1906	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000624	000624		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/601	601	602.cpd	/chc0460/image/602.cpd
Page 1													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001060001001.tif	Text	image/tiff	3720	2976	0x9E05B6C4	04600001060001001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/605	605	606.jp2	/chc0460/image/606.jp2
Page 2													http://merrick.library.miami.edu/digitalprojects/copyright.html			04600001060002001.tif	Text	image/tiff	3678	2916	0xD98A08D9	04600001060002001.tif		2006-12-10	2006-12-10	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/606	606	607.jp2	/chc0460/image/607.jp2
Envelope: S.l., to [Tomás Andrés Estrada Palma II], Halifax, Nova Scotia		Does not include letter.		Envelope		6 Dec. 1935	1  envelope	University of Miami Libraries. Cuban Heritage Collection	Tomás Estrada Palma Collection.	CHC0460	Series II. Tomás Andrés Estrada Palma II Papers, 1902-1960. (bulk dates, 1906-1910).	Box No.: 1 Folder No.: 12 Folder Title: Correspondence. Folder Date: 1904-1960	http://merrick.library.miami.edu/digitalprojects/copyright.html	0460000106	000106		Text	image/tiff						2012-05-30	2012-05-30	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0460/id/607	607	608.cpd	/chc0460/image/608.cpd
