Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Students dancing in the party						Photographs	1942	1940-1950	Coral Gables (Florida)	1 b&w photograph; 17.6 x 12.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 15; Folder Title: Students: at Parties.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201430001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/64	64	59.jp2	/um_students/image/59.jp2
Dr. Williams & John B. Scott, General Electric Scholarship Recipient	Blakeley, Ron			"Dr. Williams & General Electric Scholarship Rep." written on verso.		Photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm	ENG	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 7; Folder No. 11; Folder Title: Students: Scholarship and Award Recipients, v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200900001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/65	65	158.jp2	/um_students/image/158.jp2
Freshman demonstrates buttoning				Written on verso: "Freshman demonstrates 'buttoning'; Freshman Week"		Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 7; Folder Title: Students: Frosh.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201490001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/66	66	57.jp2	/um_students/image/57.jp2
Seven male students in early years						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 2; Folder Title: Students: 1920s - 1940s (1 of 2), 1920s-1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201280001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/67	67	144.jp2	/um_students/image/144.jp2
Female students at the Miami conservatory of music				Written on verso: "Return to Miami Conservatory of Music 223 NE 20th Terrace Miami Fla; Aeolian Choir (affiliated with Music School) about 1927; Bertha Foster, director Miami Fla; Regular Daily Practice, Regular Attendance, "No cats" - that is each member must show appreciation of work of other individuals and organizations."		Photographs	1927	1920-1930	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 4; Folder Title: Students: 1920s (1 of 2), 1920s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200310001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/68	68	99.jp2	/um_students/image/99.jp2
Two international students				Written on verso: "1950s"		Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2;  Folder No. 6;  Folder Title: Students: Foreign Students.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200090001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/69	69	207.jp2	/um_students/image/207.jp2
Two international students with globe				Written on verso: "Viewing the globe are Alexander Marcov, from Sofia Bulgaria, and Marie Esther Gil de Lamadrid, from Ponce Puerto Rico. Both are enrolled as students at the University of Miami." written on attached paper.		Photographs			Coral Gables (Florida)	1 b&w photograph; 20.5 x 25.35 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2;  Folder No. 6;  Folder Title: Students: Foreign Students.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200120001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/70	70	204.jp2	/um_students/image/204.jp2
Girls studying in dorm						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4X206cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 3; Folder No. 6; Folder Title: Students in Dorms (3 of 3).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200460001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/71	71	18.jp2	/um_students/image/18.jp2
Girl using typewriter in dorm	Schulke, Flip			Written on verso: "Main Campus; Residence Hall; Eaton Hall"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 3; Folder No. 6; Folder Title: Students in Dorms (3 of 3).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200450001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/72	72	63.jp2	/um_students/image/63.jp2
Students walking in front of library	Ron Blakeley					Photographs	1963-11	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6;  Folder No. 7;  Folder Title: Students: on Campus 1963, 1963	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202130001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/73	73	186.jp2	/um_students/image/186.jp2
Male freshman polishing a large ceramic apple.	Fisher, Ray			Written on verso: "Dont's for Frosh October 1950 Tempo"		Photographs	1950-10	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.7 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 7; Folder Title: Students: Frosh.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© Ray Fisher. All rights reserved.						asu06420200150001001												2009-06-18	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/74	74	4.jp2	/um_students/image/4.jp2
Ralph Martin singing				Written on verso: "Ralph Martin"		Photographs	1950-06	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.2 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 10; Folder Title: Students: Martin, Ralph, 1950s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201960001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/75	75	191.jp2	/um_students/image/191.jp2
Eli Timoner				Written on verso: "Eli Timoner; 1950 IBIS" ; Text on front near edges.		Photographs	1950-03-13	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 4; Folder Title: Students: Individuals (T).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201910001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/76	76	61.jp2	/um_students/image/61.jp2
Students studying				Written on verso: "Bulletin of Undergraduate Studies"		Photographs	1963	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6;  Folder No. 7;  Folder Title: Students: on Campus 1963, 1963	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202110001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/77	77	137.jp2	/um_students/image/137.jp2
Martha Luelle Shaw				Written on verso: "Martha Luelle Shaw; Student-now (Feb '75) Teacher in Dade Sch-"		Portrait photographs	1975-02	1970-1980	Coral Gables (Florida)	1 b&w photograph; 18.4 x 12.5 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 2; Folder Title: Students: Individuals (S) (1 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201830001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/78	78	153.jp2	/um_students/image/153.jp2
Female students participating in a casting call				Written on verso: "UM girls being chosen as models; 1938 or 1939"		Photographs	1938-1939	1930-1940	Coral Gables (Florida)	1 b&w photograph; 21.7 x 16.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 6; Folder Title: Students: 1930s, 1930s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200350001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/79	79	19.jp2	/um_students/image/19.jp2
Amber Watson				Written on verso: "Watson, Amber 10/63"		Photographs	1963-10	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.2 x 20.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 3; Folder Title: Students: Beauties/Queens, 1950-1969	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200020001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/80	80	111.jp2	/um_students/image/111.jp2
James Reich	Blakeley, Ron			Written on verso: "Reich, James; Oct 1961-RB" ; Text written on top of photograph "REICH"		Portrait photographs	1960-10	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.2 x 20.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 1; Folder Title: Students: Individuals (R).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201820001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/81	81	25.jp2	/um_students/image/25.jp2
Students chatting on campus				Written on verso: "Left to right: Rasalic Hill, Lucy Hicks, Harvey James"		Photographs	1946-1947	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 8; Folder Title: Students: Group Photos (1 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200200001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/82	82	128.jp2	/um_students/image/128.jp2
Two male students reading in a dorm room.	Blakeley, Ron			Written on verso: "Students in Dorms May 1964 - RB"		Photographs	1964-05	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 3;  Folder No. 6;  Folder Title: Students in Dorms (3 of 3) photos/negatives, v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201630001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/83	83	116.jp2	/um_students/image/116.jp2
Students in a tug of war						Photographs			Coral Gables (Florida)	1 b&w photograph; 27.9 x 18 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 8; Folder Title: Students: Group Photos (1 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201540001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/84	84	180.jp2	/um_students/image/180.jp2
Lila Block, Student Association Secretary				Written on verso: "Lila Block Secretary Student Asso."		Photographs			Coral Gables (Florida)	1 b&w photograph; 12.7 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 3; Folder No. 9; Folder Title: Students: Individuals (B) photos/negatives various.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201800001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/85	85	56.jp2	/um_students/image/56.jp2
Female students on a tennis court						Photographs		1930-1940	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 7; Folder No. 8; Folder Title: Students: Recreation, Game or Playing Sports, v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200870001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/86	86	198.jp2	/um_students/image/198.jp2
Female student on her way to registration						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.2 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 2; Folder Title: Students: 1920s - 1940s (1 of 2), 1920s-1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200240001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/87	87	150.jp2	/um_students/image/150.jp2
June Sparkman, Tempo Beauty, at the Cape Florida Lighthouse	Brignolo-Baiar			Written on verso: "Ibis & Tempo" written on verso.  Attached caption reads: "With lovely June Sparkman in the foreground, the rustic lighthouse at Cape Florida was a sight worth remembering."		Photographs	1950	1950-1960	Coral Gables (Florida)	1 b&w photograph; 26 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 7; Folder No. 13; Folder Title: Students: Tempo Beauties, 1950s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200940001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/88	88	79.jp2	/um_students/image/79.jp2
Group of female students at the Venetian Pools				Written on verso: "L-R: Pat Martin, Cathrine S., Doris C., Maryjane Norris, Jay Fitzsimmons, Gloria Kuhn, Kay Leger, Nancy R., Doc. Pearlman, Marsha V., Cynthia Fogle, sitting: B. Manning"		Photographs			Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 2; Folder Title: Students at Venetian Pool.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200000001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/89	89	87.jp2	/um_students/image/87.jp2
Joan Nelson				Written on verso: "Joan Nelson"		Portrait photographs	1949-05-15	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 11; Folder Title: Students: 1949, 1949	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201130001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/90	90	40.jp2	/um_students/image/40.jp2
Kenneth Fuchs				Printed in a newspaper clipping attached to verso: "Kenneth Fuchs, Undergraduate Student Category Winner. Theory-composition major at University of Miami. Main interest is symphonic band/wind ensemble. Now 20 and a junior, is scholarship student who began composing at 16. An overture for band won a 1974 award from Florida Bandmasters Assn. Has conducted own works at his former high school and with Florida Southern College Band."		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 14.9 x 10.1 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 4; Folder No. 4; Folder Title: Students: Individuals (F).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200560001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/91	91	195.jp2	/um_students/image/195.jp2
Freshmen welcoming at train station				Written on verso: "Freshmen welcoming at train station; September 1950"		Photographs	1950-09	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.9 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 12; Folder Title: Students Arrival, 1940s-1950s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201140001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/92	92	53.jp2	/um_students/image/53.jp2
Three female students in a sailboat	Fleming, Fred B.					Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1;  Folder No. 13;  Folder Title: Students at Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201150001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/93	93	77.jp2	/um_students/image/77.jp2
Female student				Written on verso: "1950s"		Portrait photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 5; Folder Title: Students: Fashion Pictures.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200050001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/94	94	9.jp2	/um_students/image/9.jp2
Boy and girl cover brochure	Blakeley, Ron			Written on verso: "Students - Boy and Girl cover brochure" .		Photographs	1961-06	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 9; Folder Title: Students: Group Photos (2 of 2), v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201170001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/95	95	120.jp2	/um_students/image/120.jp2
Two male students talking to a female student						Photographs		1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.6 x 20.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1;  Folder No. 10;  Folder Title: Students: 1940s, 1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201340001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/96	96	35.jp2	/um_students/image/35.jp2
Joanne Theed				Written on verso: "UM representative to Gator Bowl"  ; text written on top of the photograph "THEED".		Portrait photographs	1952	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.5 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 4; Folder Title: Students: Individuals (T).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201900001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/97	97	6.jp2	/um_students/image/6.jp2
Martha Ousley (left) and Dorothea Brown (right)				Ousley  was member of Lambda Phi		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 2; Folder Title: Students: 1920s - 1940s (1 of 2), 1920s-1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201310001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/98	98	210.jp2	/um_students/image/210.jp2
Male student reading notes on the grass	Schulke, Flip			Written on verso: "Students on Campus"		Photographs	1961-02-10	1960-1970	Coral Gables (Florida)	1 b&w photograph; 20.4 x 17.2 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6; Folder No. 5; Folder Title: Students: on Campus 1961, 1961	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202040001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/99	99	183.jp2	/um_students/image/183.jp2
Wayne Whistler	Greenber, Jerry			Written on verso:  "Wayne Whistler; May 1952 Tempo"		Photographs	1952-05	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5;  Folder No. 6;  Folder Title: Students: Individuals (W).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201950001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/100	100	118.jp2	/um_students/image/118.jp2
Luis Montero				Written on verso: "He and brother were first students from So. America (Lima, Peru) to enter U of M."		Photographs	1974-09-10	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 12; Folder Title: Students: Montero, Luis - first student from South America to enter UM.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201990001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/101	101	37.jp2	/um_students/image/37.jp2
Naomi Vyemura				Written on verso: "Division of Musical Arts"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 17.9 x 13.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 5; Folder Title: Students: Individuals (U-V).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201920001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/102	102	161.jp2	/um_students/image/161.jp2
Nadja Biggam, Tempo Cover Girl	Fisher, Ray			Written on verso: "Nadja Biggam June issue , 1952 Tempo" written on verso.		Portrait photographs	1952-06	1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.5 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 7; Folder No. 13; Folder Title: Students: Tempo Beauties, 1950s	http://merrick.library.miami.edu/digitalprojects/copyright.html	© Ray Fisher. All rights reserved.						asu06420200970001001												2009-06-18	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/103	103	107.jp2	/um_students/image/107.jp2
Two female students in a sorority house				Written on verso: "Shacks - November 1949"		Photographs	1949-11	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1;  Folder No. 11;  Folder Title: Students: 1949, 1949	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201110001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/104	104	127.jp2	/um_students/image/127.jp2
Barbara Brett				Written on verso: "Barbara Brett"		Portrait photographs	1965-06	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3x20.7cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 3; Folder No. 9; Folder Title: Students: Individuals.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200470001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/105	105	54.jp2	/um_students/image/54.jp2
Beverly Wills, Miss Tempo 1950	Fisher, Ray			Written on verso: "Beverly Wills - Miss Tempo 1950"		Photographs	1950	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 7; Folder No. 13; Folder Title: Students: Tempo Beauties,  1950s	http://merrick.library.miami.edu/digitalprojects/copyright.html	© Ray Fisher. All rights reserved.						asu06420200990001001												2009-06-18	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/106	106	119.jp2	/um_students/image/119.jp2
Students studying	Blakeley, Ron			Written on verso: "Boys and girls in front of graduate school"		Photographs	1963-10	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6; Folder No. 7; Folder Title: Students: on Campus 1963, 1963	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202120001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/107	107	166.jp2	/um_students/image/166.jp2
Group of female students				"1950's" written on verso.		Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.7 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 9; Folder Title: Students: Group Photos (2 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201200001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/108	108	168.jp2	/um_students/image/168.jp2
Students waiting in line				Written on verso: "Temporary Eating Facility Located Rear of Memorial Bldy; Campus Scene"		Photographs	1964	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6;  Folder No. 8;  Folder Title: Students: on Campus 1964, 1964	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202160001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/109	109	129.jp2	/um_students/image/129.jp2
Group of female students with two male military officers				"1942 to 1945?" written on verso.		Photographs	1942-1945	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 10; Folder Title: Students: 1940s, 1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201080001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/110	110	67.jp2	/um_students/image/67.jp2
Donations to the Al Chupailo Give Fund						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.7x20.3cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 11; Folder Title: Students: Miscellaneous.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200660001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/111	111	193.jp2	/um_students/image/193.jp2
Freshman twins				Written on verso: "Freshman twins: Ray Lowthert, Jean Day, Joan Day, Clyde Lowhert; Hurricane Oct 5 1951" Written on verso:		Photographs	1951-11-05	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 9; Folder Title: Students: Group Photos (2 of 2), v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201190001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/112	112	84.jp2	/um_students/image/84.jp2
