Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Group of students						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 8; Folder Title: Students: Group Photos (1 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201550001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/113	113	170.jp2	/um_students/image/170.jp2
Female student with fishing rod						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 2; Folder Title: Students: 1920s - 1940s (1 of 2), 1920s-1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201290001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/114	114	113.jp2	/um_students/image/113.jp2
Richard Ban				Written on verso: "Richard Ban student Dec 15, 1950 Hurricane" ; Text written on front top of the photograph "Ban Richard"		Photographs	1950-11-15	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm	ENG	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 3; Folder No. 9; Folder Title: Students: Individuals (B) photos/negatives, v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201710001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/115	115	71.jp2	/um_students/image/71.jp2
Group of students at a military ball				Written on verso: "Rudolph Rescateau; Beverly Wills; Stan Gross"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 8; Folder Title: Students: Group Photos (1 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200180001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/116	116	29.jp2	/um_students/image/29.jp2
Faculty and students walking on campus	D.R.		Ferrer Graduate School in background.	Written on verso: "Students on Campus; April 1967 - DR"		Photographs	1967-04	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6; Folder No. 11; Folder Title: Students on Campus, 1967	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200690001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/117	117	10.jp2	/um_students/image/10.jp2
Three female students dancing				Names on the front read: Alace Paulk and Virginia Duddle, with the final name no longer visible.		Photographs	1927	1920-1930	Coral Gables (Florida)	1 b&w photograph; 25.6 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1;  Folder No. 4;  Folder Title: Students: 1920s (1 of 2), 1920s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200300001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/118	118	24.jp2	/um_students/image/24.jp2
Ted Cook contemplating a noose in a room full of poster board	Fleming, Fred B.			Written on verso: "Ted Cook - head of card section - 1949-50"		Photographs	1949-1950	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.7 X 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 4;  Folder No. 1;  Folder Title: Students: Individuals (C), SL	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200530001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/119	119	135.jp2	/um_students/image/135.jp2
Photograph of students on campus	Cohen, Stuart A.			Written on verso: "Walt Kichefski, Robert Hilstead, Bunny Lovett, Marha Dorn, June Burr, Dorothy Ashe"		Photographs			Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 8; Folder Title: Students: Group Photos (1 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200190001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/120	120	215.jp2	/um_students/image/215.jp2
Bob Sperling				Written on verso: "Tempo 120 zinc" : Text written in front of photographs on the top: "SPERLING"		Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.8 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 3; Folder Title: Students: Individuals (S) (2 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201860001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/121	121	90.jp2	/um_students/image/90.jp2
Female student studying on campus	TSL			Written on verso: "Campus Views"		Photographs	1966-01	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6; Folder No. 10; Folder Title: Students: on Campus 1966, 1966	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202180001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/122	122	15.jp2	/um_students/image/15.jp2
Faculty and students on campus	D.R.		Also seen in photographs is Richter Library in background.	Written on verso: "Students on Campus; April 1967 - DR"		Photographs	1967-04	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6; Folder No. 11; Folder Title: Students on Campus, 1967	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200680001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/123	123	31.jp2	/um_students/image/31.jp2
Janet Kniskerr	Fleming, Fred B.			Written on verso: "Janet Kniskerr 1950s"		Portrait photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 4; Folder No. 8; Folder Title: Students: Individuals (K).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200600001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/124	124	147.jp2	/um_students/image/147.jp2
Female students from the early years						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 3; Folder Title: Students: 1920s - 1940s (2 of 2), 1920s-1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200280001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/125	125	132.jp2	/um_students/image/132.jp2
Students walking to class	TSL			Written on verso: "Memorial classroom, with students walking to class"		Photographs	1964-11	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6;  Folder No. 8;  Folder Title: Students: on Campus 1964, 1964	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202140001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/126	126	154.jp2	/um_students/image/154.jp2
Male students performing gymnastics.				Written on verso: "First Gym Class U. of M."		Photographs	1927	1920-1930	Coral Gables (Florida)	1 b&w photograph; 24 x 17.1 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 7; Folder No. 8; Folder Title: Students: Recreation, Game or Playing Sports, v.d	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200860001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/127	127	211.jp2	/um_students/image/211.jp2
Brenda Parkinson, Miss American Brown				Written on verso: "Sacks Appeal displayed by Brenda Parkinson, dramatist freshman; Brenda won the title of Miss American Brown and competed in the screwy finals to choose Miss Tintain [sic]. Ed Storm was among the judges, who included Martin Block, Gus Van, + Hal Muiney."		Photographs	1951-01-26	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.45 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 3; Folder Title: Students: Beauties/Queens, 1950-1969	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200030001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/128	128	197.jp2	/um_students/image/197.jp2
Group of international female students	Fisher, Dennis		Group of female international students gathered around a piano.	Written on verso: "12/15/65"		Photographs	1965-12-15	1960-1960	Coral Gables (Florida)	1 b&w photograph; 20.65 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 6; Folder Title: Students: Foreign Students.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200100001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/129	129	3.jp2	/um_students/image/3.jp2
Motorcade through rain after Purdue victory				Written on verso: "Motorcade thru rain after Purdue victory"		Photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 8; Folder Title: Students: Group Photos (1 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201530001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/130	130	185.jp2	/um_students/image/185.jp2
Students walking on campus	Blakeley, Ron			Written on verso: "Students on Campus"		Photographs	1962-11-05	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6;  Folder No. 6;  Folder Title: Students: on Campus 1962, 1962	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202060001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/131	131	134.jp2	/um_students/image/134.jp2
Male students and children with disabilities. 	Fleming, Fred B.					Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 8; Folder Title: Students: Group Photos (1 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200840001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/132	132	69.jp2	/um_students/image/69.jp2
Students from the early years of the University						Photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 3; Folder Title: Students: 1920s - 1940s (2 of 2), 1920s-1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200260001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/133	133	146.jp2	/um_students/image/146.jp2
Group of Frosh sitting on a car						Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.2 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No.7;  Folder Title: Students: Frosh.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201510001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/134	134	32.jp2	/um_students/image/32.jp2
Three students on campus				Written on verso: "Students on Campus"		Photographs	1963	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6;  Folder No. 7;  Folder Title: Students: on Campus 1963, 1963	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202080001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/135	135	5.jp2	/um_students/image/5.jp2
Susan Dunkel				Written on verso: "Dunkel, Susan"		Photographs			Coral Gables (Florida)	1 b&w photograph; 17.7 x 13 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 4;  Folder No. 2;  Folder Title: Students: Individuals (D).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200540001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/136	136	181.jp2	/um_students/image/181.jp2
Coin toss for tug of war			Seen in photographs are Freshman and Sophomore Class Presidents	Written on verso: "Bob Turkisher, Chm of Freshman Advisory committee about to toss the coin for choice of sides in the Tug of War for President Mike O'Brien of the Freshman Class and Pres Ed Patton of the Sophomores; 1941-42?"		Photographs	1941	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.4 x 19.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 10; Folder Title: Students: 1940s, 1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201050001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/137	137	209.jp2	/um_students/image/209.jp2
Candidates for Queen of Clubs			Group photograph of female students nominated to become the Queen of Clubs.	Written on verso: "Candidates for Queen of Clubs; seated Gretchen Kilson ...; Patty Hollaru, Zeta Tau Alpha, Mary Maroon, Delta Zeta; Alma Jane Leudrey last years Queen, Mary Louise Yaleux, Chi Omega; Doradeey Alley, Pleiades; Heley Hinks, Plebian; standing Dorothy Balser, Masque; Lucerne Gordon, Dauiades; Carolyn Dodd, Kappa Kappa Gamma; Shirley Goldstron, Delta Phi Epsillon"		Photographs	1941-12-12	1940-1950	Coral Gables (Florida)	1 b&w photograph; 20.5 x 25.05 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 8; Folder Title: Students: Group Photos (1 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200830001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/138	138	178.jp2	/um_students/image/178.jp2
Students in a break	Newman, Al					Photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6; Folder No. 3; Folder Title: Students: on Campus 1960s, 1960s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202010001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/139	139	131.jp2	/um_students/image/131.jp2
Students near Ashe Building				Miscellaneous text written on front		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 7; Folder No. 4; Folder Title: Students on Campus: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200710001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/140	140	44.jp2	/um_students/image/44.jp2
Students on campus	Ron Blakeley			"10388B" written on verso.		Photographs	1963-10	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6; Folder No. 7; Folder Title: Students: on Campus 1963, 1963	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202090001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/141	141	164.jp2	/um_students/image/164.jp2
Camille Gelkers	Greenfield, David			Written on verso: "Camille Gelkers; Hurricane; August 15, 1952"		Photographs	1952-08-15	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 4; Folder No. 5; Folder Title: Students: Individuals (G).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200580001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/142	142	139.jp2	/um_students/image/139.jp2
Betty Deriso in a car	Fisher, Ray			Written on verso: "Hurricane 10/19/51 Betty Deriso"		Photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 4; Folder No. 2; Folder Title: Students: Individuals (D).	http://merrick.library.miami.edu/digitalprojects/copyright.html	© Ray Fisher. All rights reserved.						asu06420200550001001												2009-06-18	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/143	143	148.jp2	/um_students/image/148.jp2
Students talking	Blakeley, Ron			Written on verso: "10399"		Photographs	1963-10	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 6;  Folder No. 7;  Folder Title: Students: on Campus 1963, 1963	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420202100001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/144	144	100.jp2	/um_students/image/100.jp2
Carl Weber	Wayman, Stan			Written on verso: "Carl Weber; Wheelchair Brigade; Jan 1951 Tempo"		Photographs	1951-01	1950-1960	Coral Gables (Florida)	1 b&w photograph; 24.2 x 19.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 6; Folder Title: Students: Individuals (W).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201940001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/145	145	133.jp2	/um_students/image/133.jp2
International students with flags				Written on verso: "International Students University of Miami Coral Gables, Florida"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.2 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 6; Folder Title: Students: Foreign Students.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201470001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/146	146	11.jp2	/um_students/image/11.jp2
Richard Veranes				Written on verso: "Richard Veranes (Cuban Student)"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 5; Folder Title: Students: Individuals (U-V).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201930001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/147	147	20.jp2	/um_students/image/20.jp2
Dorothy Boyce in fruit tree				Written on verso: "Boyce, Dorothy Jan. 1962"		Photographs	1962-01	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3x20.7cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 3; Folder No. 9; Folder Title: Students: Individuals.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200490001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/148	148	110.jp2	/um_students/image/110.jp2
Ed Storin				Written on verso: "Hurricane managing editor; IBIS, 1951; PAGE 74"		Photographs	1951	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 3; Folder Title: Students: Individuals (S) (2 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201880001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/149	149	159.jp2	/um_students/image/159.jp2
Sally Raudenhush	Brignolo-Baiar			Written on verso: "Sally Raudenhush; 1950 IBIS P58; Frat favorite" ; Text on front around image.		Photographs	1950-03-01	1950-1960	Coral Gables (Florida)	1 b&w photograph; 18 x 12.9 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 1; Folder Title: Students: Individuals (R).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201810001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/150	150	160.jp2	/um_students/image/160.jp2
Students studying on campus				Written on verso: "Snake pit and Memorial Classroom Building"		Photographs			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 7;  Folder No. 6;  Folder Title: Students on Campus, n.d: 3.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200720001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/151	151	68.jp2	/um_students/image/68.jp2
Elaine Devery at the Venetian Pools				Written on verso: "Coral Gables, Fla. Elaine Devery U. of M. coed flirts with the cameraman at the Venetian Pools"		Portrait photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 3; Folder Title: Students: 1920s - 1940s (2 of 2), 1920s-1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200270001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/152	152	88.jp2	/um_students/image/88.jp2
Group of male students racing	Fleming, Fred B.			Written on verso: "South Campus? 1948"		Photographs	1948	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 10; Folder Title: Students: 1940s, 1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201350001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/153	153	13.jp2	/um_students/image/13.jp2
Roy Halvorsen	Blakeley, Ron			Written on verso: "Halvorsen, Roy"		Photographs	1961-11	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 4; Folder No. 6; Folder Title: Students: Individuals (H).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201790001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/154	154	201.jp2	/um_students/image/201.jp2
Freshman welcome	Meekins, Roger			Written on verso: "Frosh '50"		Photographs	1950	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.9 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1;  Folder No. 12;  Folder Title: Students: Arrival, 1940s-1950s	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201370001001	Image	image/tiff										2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/155	155	199.jp2	/um_students/image/199.jp2
Group photo of students				Written on verso: "1.;2.;3. James A. Henderson;4.;5. Milton Weiss;6. Ernie Duhaime"		Photographs	1936	1930-1940	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 9; Folder Title: Students: Group Photos (2 of 2), v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201230001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/156	156	7.jp2	/um_students/image/7.jp2
Felico Pred, Janice Pred and Renee Marley		Brignolo-Baiar		"Felicia + Janice Pred + Renee Marley p73 1950 Ibis"written on verso.		Photographs	1950	1950s	Coral Gables (Florida)	1 b&w photograph; 25.9 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 2; Folder No. 9; Folder Title: Students: Group Photos (2 of 2), v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201180001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/157	157	74.jp2	/um_students/image/74.jp2
Rita Kaplan performing with a band	Fleming, Fred B.			Written on verso: "Rita Kaplan"		Photographs	1957	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 4; Folder No. 8; Folder Title: Students: Individuals (K).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420200590001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/158	158	86.jp2	/um_students/image/86.jp2
Four male students talking in a dorm room				Written on verso: "1964"		Photographs	1964	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 3; Folder No. 6; Folder Title: Students in Dorms (3 of 3) photos/negatives, v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201650001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/159	159	92.jp2	/um_students/image/92.jp2
Heather Simon				Written on verso: "Simon, Heather 3/7/62"		Photographs	1962-03-07	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.2 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 5; Folder No. 3; Folder Title: Students: Individuals (S) (2 of 2).	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201890001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/160	160	98.jp2	/um_students/image/98.jp2
Shirley mac Lewison	Brignolo - Baiar			Written on verso: "Shirley mac Lewison swims Student Club Lake"		Photographs	1949-1950	1940-1950	Coral Gables (Florida)	1 b&w photograph; 18 x 13 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series V: Students	Box No. 1; Folder No. 14; Folder Title: Students: at Lake Osceola.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420201410001001												2009-06-18	2011-03-24	http://merrick.library.miami.edu:80/cdm/ref/collection/um_students/id/161	161	143.jp2	/um_students/image/143.jp2
