Title	Alternate Title	Photographer	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Drinking "squeeze"		Carlebach, Michael L.			Written on verso: "drinking squeeze"	Alcoholism; Florida; Photography, artistic; Photojournalism; Portrait photography	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000340001001	Image		image/tiff				86098496 Bytes	4794	5985	1152893828	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000340001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/34	34	66.jp2	/asm0530/image/66.jp2
Municipal court for public drunkenness cases		Carlebach, Michael L.			Written on verso: "Municipal court for public drunkenness cases"	Florida; Photography, artistic; Photojournalism; Alcoholism; Municipal Courts	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000670001001	Image		image/tiff				85031404 Bytes	5958	4756	3577944822	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000670001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/35	35	59.jp2	/asm0530/image/59.jp2
Miami City jail's drunk tank		Carlebach, Michael L.			Written on verso: "Miami City jail - the drunk tank"; "71163C47"	Florida; Photography, artistic; Photojournalism; Alcoholism; Jails -- Florida	Photographs		1971	1970-1980	Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000850001001	Image		image/tiff				86885360 Bytes	5986	4837	3505362420	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000850001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/36	36	57.jp2	/asm0530/image/57.jp2
Tip Top Hotel		Carlebach, Michael L.			Written on verso: "Tip Top Hotel"; "Miami flop house"	Alcoholism; Florida; Photography, artistic; Photojournalism; Tip Top Hotel	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000040001001	Image		image/tiff				84781852 Bytes	5958	4742	1818718859	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000040001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/37	37	18.jp2	/asm0530/image/18.jp2
Man at downtown Miami		Carlebach, Michael L.			Written on verso: "downtown Miami"	Florida; Photography, artistic; Photojournalism; Portrait photography; Alcoholism;	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000640001001	Image		image/tiff				85461864 Bytes	4780	5958	23395046	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000640001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/38	38	63.jp2	/asm0530/image/63.jp2
Bed #20 in a flop house		Carlebach, Michael L.			Written on verso: "Bed #20 in a flop house"; "Tip Top Hotel"; "72035C234A"	Florida; Photography, artistic; Photojournalism; Alcoholism; Portrait photography; Tip Top Hotel; Miami (Florida);	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches);			University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000940001001	Image		image/tiff				85913164 Bytes	4794	5972	4121768924	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000940001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/39	39	4.jp2	/asm0530/image/4.jp2
Lummus Park		Carlebach, Michael L.			Written on verso: "Lummus Park"	Florida; Photography, artistic; Photojournalism; Portrait photography; Lummus Park (Miami, Florida); Alcoholism;	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000600001001	Image		image/tiff				85917044 Bytes	5986	4783	1926999639	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000600001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/40	40	61.jp2	/asm0530/image/61.jp2
AA barracks at Dade County stockade		Carlebach, Michael L.			Written on verso: "AA barracks Dade County stockade"	Alcoholism; Florida; Photography, artistic; Photojournalism; Portrait photography	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000730001001	Image		image/tiff				85914416 Bytes	4794	5972	170852789	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000730001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/41	41	19.jp2	/asm0530/image/19.jp2
Drinking "squeeze"		Carlebach, Michael L.			Written on verso: "drinking "squeeze"	Alcoholism; Florida; Photography, artistic; Photojournalism; Portrait photography	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000420001001	Image		image/tiff				85849940 Bytes	4780	5985	1349588232	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000420001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/42	42	25.jp2	/asm0530/image/25.jp2
Hands holding coins		Carlebach, Michael L.			Written on verso: "Panhandler's haul"	Florida; Photography, artistic; Photojournalism; Hand; Alcoholism;	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000430001001	Image		image/tiff				84610864 Bytes	5946	4742	675426582	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000430001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/43	43	56.jp2	/asm0530/image/56.jp2
Kehoe's halfway house, Miami		Carlebach, Michael L.			Written on verso: "Kehoe's halfway house, Miami"; "72032C312"	Florida; Photography, artistic; Photojournalism; Alcoholism; Portrait photography; Miami (Florida)	Photographs			1970-1980	Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000920001001	Image		image/tiff				85914856 Bytes	4794	5972	1620223044	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000920001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/44	44	79.jp2	/asm0530/image/79.jp2
Man near downtown Burdines		Carlebach, Michael L.			Written on verso: "homeless man at the rear of the downtown Burdine's" 	Alcoholism; Florida; Photography, artistic; Photojournalism; Homelessness; Burdines (Department store);	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000460001001	Image		image/tiff				85343396 Bytes	5946	4783	3575932719	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000460001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/45	45	87.jp2	/asm0530/image/87.jp2
George, king of the "jungle drunks"		Carlebach, Michael L.			Written on verso: "George, king of the jungle drunks"	Alcoholism; Florida; Photography, artistic; Photojournalism	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000070001001	Image		image/tiff				84000588 Bytes	5943	4710	283816653	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000070001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/46	46	40.jp2	/asm0530/image/40.jp2
Man drinking alcoholic beverage		Carlebach, Michael L.				Florida; Photography, artistic; Photojournalism; Alcoholism	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000690001001	Image		image/tiff				85353304 Bytes	5958	4774	1602258226	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000690001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/47	47	53.jp2	/asm0530/image/53.jp2
AA meeting at Dade County stockade		Carlebach, Michael L.			Written on verso: "AA meeting"; "Dade County stockade"; "73387C212"	Alcoholism; Florida; Photography, artistic; Photojournalism; Dade County (Florida). Alcohol Rehabilitation Program	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000160001001	Image		image/tiff				85525368 Bytes	4794	5945	3616873557	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000160001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/48	48	77.jp2	/asm0530/image/77.jp2
Tip Top Hotel denizen		Carlebach, Michael L.			Written on verso: "Tip Top Hotel denizen"; "72032C17A"	Alcoholism; Florida; Photography, artistic; Photojournalism; Portrait photography; Tip Top Hotel	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000350001001	Image		image/tiff				86099456 Bytes	4794	5985	1446377278	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000350001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/49	49	9.jp2	/asm0530/image/9.jp2
Dade County stockade		Carlebach, Michael L.			Written on verso: "Dade County stockade"	Alcoholism; Florida; Photography, artistic; Photojournalism; Dade County (Florida). Alcohol Rehabilitation Program	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000120001001	Image		image/tiff				86379180 Bytes	4820	5972	1970255109	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000120001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/50	50	35.jp2	/asm0530/image/35.jp2
Tip Top Hotel		Carlebach, Michael L.			Written on verso: "Tip Top Hotel"; "Miami flop house"	Florida; Photography, artistic; Photojournalism; Tip Top Hotel	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)			University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000790001001	Image		image/tiff				84860320 Bytes	5946	4756	3621804961	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000790001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/51	51	6.jp2	/asm0530/image/6.jp2
Man at downtown Miami		Carlebach, Michael L.			Written on verso: "Downtown Miami"	Florida; Photography, artistic; Photojournalism; Portrait photography; Alcoholism;	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000880001001	Image		image/tiff				84609884 Bytes	5946	4742	383672932	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000880001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/52	52	37.jp2	/asm0530/image/37.jp2
Man at Lummus Park		Carlebach, Michael L.			Written on verso: "Lummus Park"	Florida; Photography, artistic; Photojournalism; Portrait photography; Lummus Park (Miami, Florida); Alcoholism;	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000780001001	Image		image/tiff				85912168 Bytes	5952	4810	4170796334	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000780001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/53	53	54.jp2	/asm0530/image/54.jp2
Man at Lummus Park		Carlebach, Michael L.			Written on verso: "Lummus Park"	Florida; Photography, artistic; Photojournalism; Lummus Park (Miami, Florida); Alcoholism;	Photographs				Miami (Florida)	1 b&w photograph; 20.3 x 25.4 cm (8 x 10 inches)	eng		University of Miami Libraries. Special Collections	Michael L. Carlebach Photography Collection	ASM0530		Box No. 14; Box Title: Alcoholics / Derelicts				cme		© Michael Carlebach. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm05300000840001001	Image		image/tiff				86302076 Bytes	4794	5999	1802294617	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm05300000840001001.tif		2010-02-04	2011-03-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0530/id/54	54	67.jp2	/asm0530/image/67.jp2
